fecha,producto,unidad_medida,equiv_kg,precio_hoy
2023-08-01,ACELGA,ATADO,1.0,4.88
2023-08-01,AJI AMARILLO SECO,KILOGRAMO,1.0,11.75
2023-08-01,AJI ESCABECHE,KILOGRAMO,1.0,5.2
2023-08-01,AJI MONTAÑA,KILOGRAMO,1.0,4.38
2023-08-01,AJI PANCA,KILOGRAMO,1.0,11.5
2023-08-01,AJI PAPRIKA,KILOGRAMO,1.0,13.25
2023-08-01,AJI ROCOTO,CAJON,18.0,55.0
2023-08-01,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,5.75
2023-08-01,AJO MORADO,KILOGRAMO,1.0,7.33
2023-08-01,ALBAHACA,ATADO,0.65,1.75
2023-08-01,ALCACHOFA,DOCENA,4.0,19.5
2023-08-01,APIO,ATADO,3.0,15.0
2023-08-01,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.3
2023-08-01,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.8
2023-08-01,BERENJENA,DOCENA,2.5,13.0
2023-08-01,BETERRAGA,ATADO,0.75,1.63
2023-08-01,BROCOLI,KILOGRAMO,1.0,1.5
2023-08-01,CAIGUA (SELVA),CAJON,12.0,26.5
2023-08-01,CAMOTE AMARILLO,KILOGRAMO,1.0,1.28
2023-08-01,CAMOTE MORADO,KILOGRAMO,1.0,1.35
2023-08-01,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.4
2023-08-01,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,5.83
2023-08-01,CEBOLLA CHINA,ATADO GRANDE,1.0,1.13
2023-08-01,CHOCLO TIPO CUSCO,CIENTO,42.0,157.5
2023-08-01,COL CHINA/LONGAPA,DOCENA,12.0,60.0
2023-08-01,COL CORAZON,DOCENA,35.0,53.75
2023-08-01,COLIFLOR,DOCENA,35.0,36.25
2023-08-01,CULANTRO,ATADO,1.5,3.63
2023-08-01,ESPARRAGO,PAQUETE,0.5,2.75
2023-08-01,ESPINACA,KILOGRAMO,1.0,4.75
2023-08-01,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-01,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.28
2023-08-01,HABA VERDE SERRANA,KILOGRAMO,1.0,1.85
2023-08-01,HIERBA BUENA,ATADO,0.85,1.88
2023-08-01,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.5
2023-08-01,HUACATAY,ATADO,1.0,3.5
2023-08-01,KION,KILOGRAMO,1.0,3.0
2023-08-01,LECHUGA AMERICANA,DOCENA,6.0,11.25
2023-08-01,LECHUGA CRIOLLA SEDA,DOCENA,3.0,11.0
2023-08-01,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.75
2023-08-01,LIMON SUTIL BOLSA,BOLSA,45.0,205.0
2023-08-01,LIMON SUTIL CAJON,CAJON,23.0,107.5
2023-08-01,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.0
2023-08-01,MAIZ MORADO,KILOGRAMO,1.0,3.65
2023-08-01,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,4.68
2023-08-01,MARACUYA,KILOGRAMO,1.0,2.25
2023-08-01,NABO,ATADO,1.0,2.0
2023-08-01,OLLUCO LARGO,KILOGRAMO,1.0,3.68
2023-08-01,PACCHOY,DOCENA,6.0,32.5
2023-08-01,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,2.03
2023-08-01,PAPA AMARILLA,KILOGRAMO,1.0,1.93
2023-08-01,PAPA BLANCA,KILOGRAMO,1.0,0.71
2023-08-01,PAPA CANCHAN 2,KILOGRAMO,1.0,1.1
2023-08-01,PAPA COLOR,KILOGRAMO,1.0,1.15
2023-08-01,PAPA HUAMANTANGA,KILOGRAMO,1.0,1.84
2023-08-01,PAPA HUAYRO,KILOGRAMO,1.0,2.05
2023-08-01,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.16
2023-08-01,PAPA PERUANITA,KILOGRAMO,1.0,1.73
2023-08-01,PAPA UNICA 2,KILOGRAMO,1.0,1.2
2023-08-01,PAPA YUNGAY 1,KILOGRAMO,1.0,0.71
2023-08-01,PEPINILLO,DOCENA,6.0,7.25
2023-08-01,PEREJIL,ATADO,1.0,2.13
2023-08-01,PIMIENTO MORRON,CAJON,18.0,80.0
2023-08-01,PORO,ATADO,2.6,5.75
2023-08-01,RABANITO,ATADO,0.75,3.5
2023-08-01,TOMATE,CAJON CHICO,27.0,75.0
2023-08-01,VAINITA AMERICANA,KILOGRAMO,1.0,1.63
2023-08-01,YUCA AMARILLA,KILOGRAMO,1.0,1.23
2023-08-01,ZAPALLO MACRE,KILOGRAMO,1.0,2.8
2023-08-01,ZANAHORIA,SACO CHICO,65.0,50.0
2023-08-01,ZAPALLO ITALIANO,DOCENA,12.0,16.5
2023-08-01,ZAPALLO LOCHE,UNIDAD,1.5,22.5
2023-08-02,ACELGA,ATADO,1.0,4.88
2023-08-02,AJI AMARILLO SECO,KILOGRAMO,1.0,11.75
2023-08-02,AJI ESCABECHE,KILOGRAMO,1.0,5.33
2023-08-02,AJI MONTAÑA,KILOGRAMO,1.0,6.75
2023-08-02,AJI PANCA,KILOGRAMO,1.0,11.5
2023-08-02,AJI PAPRIKA,KILOGRAMO,1.0,13.25
2023-08-02,AJI ROCOTO,CAJON,18.0,66.25
2023-08-02,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,5.88
2023-08-02,AJO MORADO,KILOGRAMO,1.0,7.28
2023-08-02,ALBAHACA,ATADO,0.65,1.88
2023-08-02,ALCACHOFA,DOCENA,4.0,19.5
2023-08-02,APIO,ATADO,3.0,15.75
2023-08-02,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.2
2023-08-02,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.18
2023-08-02,BERENJENA,DOCENA,2.5,13.25
2023-08-02,BETERRAGA,ATADO,0.75,1.75
2023-08-02,BROCOLI,KILOGRAMO,1.0,1.5
2023-08-02,CAIGUA (SELVA),CAJON,12.0,27.75
2023-08-02,CAMOTE AMARILLO,KILOGRAMO,1.0,1.25
2023-08-02,CAMOTE MORADO,KILOGRAMO,1.0,1.33
2023-08-02,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.45
2023-08-02,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,5.83
2023-08-02,CEBOLLA CHINA,ATADO GRANDE,1.0,1.25
2023-08-02,CHOCLO TIPO CUSCO,CIENTO,42.0,155.0
2023-08-02,COL CHINA/LONGAPA,DOCENA,12.0,56.25
2023-08-02,COL CORAZON,DOCENA,35.0,52.5
2023-08-02,COLIFLOR,DOCENA,35.0,42.5
2023-08-02,CULANTRO,ATADO,1.5,3.63
2023-08-02,ESPARRAGO,PAQUETE,0.5,2.75
2023-08-02,ESPINACA,KILOGRAMO,1.0,4.38
2023-08-02,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-02,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.3
2023-08-02,HABA VERDE SERRANA,KILOGRAMO,1.0,1.68
2023-08-02,HIERBA BUENA,ATADO,0.85,2.13
2023-08-02,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.63
2023-08-02,HUACATAY,ATADO,1.0,4.25
2023-08-02,KION,KILOGRAMO,1.0,3.0
2023-08-02,LECHUGA AMERICANA,DOCENA,6.0,11.0
2023-08-02,LECHUGA CRIOLLA SEDA,DOCENA,3.0,11.0
2023-08-02,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.75
2023-08-02,LIMON SUTIL BOLSA,BOLSA,45.0,205.0
2023-08-02,LIMON SUTIL CAJON,CAJON,23.0,107.5
2023-08-02,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-08-02,MAIZ MORADO,KILOGRAMO,1.0,3.55
2023-08-02,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,4.83
2023-08-02,MARACUYA,KILOGRAMO,1.0,2.08
2023-08-02,NABO,ATADO,1.0,2.0
2023-08-02,OLLUCO LARGO,KILOGRAMO,1.0,3.65
2023-08-02,PACCHOY,DOCENA,6.0,32.0
2023-08-02,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,1.98
2023-08-02,PAPA AMARILLA,KILOGRAMO,1.0,1.92
2023-08-02,PAPA BLANCA,KILOGRAMO,1.0,0.7
2023-08-02,PAPA CANCHAN 2,KILOGRAMO,1.0,1.13
2023-08-02,PAPA COLOR,KILOGRAMO,1.0,1.18
2023-08-02,PAPA HUAMANTANGA,KILOGRAMO,1.0,1.85
2023-08-02,PAPA HUAYRO,KILOGRAMO,1.0,2.08
2023-08-02,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.18
2023-08-02,PAPA PERUANITA,KILOGRAMO,1.0,1.71
2023-08-02,PAPA UNICA 2,KILOGRAMO,1.0,1.23
2023-08-02,PAPA YUNGAY 1,KILOGRAMO,1.0,0.7
2023-08-02,PEPINILLO,DOCENA,6.0,7.0
2023-08-02,PEREJIL,ATADO,1.0,2.25
2023-08-02,PIMIENTO MORRON,CAJON,18.0,86.25
2023-08-02,PORO,ATADO,2.6,5.5
2023-08-02,RABANITO,ATADO,0.75,3.63
2023-08-02,TOMATE,CAJON CHICO,27.0,75.0
2023-08-02,VAINITA AMERICANA,KILOGRAMO,1.0,1.55
2023-08-02,YUCA AMARILLA,KILOGRAMO,1.0,1.2
2023-08-02,ZAPALLO MACRE,KILOGRAMO,1.0,2.78
2023-08-02,ZANAHORIA,SACO CHICO,65.0,53.75
2023-08-02,ZAPALLO ITALIANO,DOCENA,12.0,16.75
2023-08-02,ZAPALLO LOCHE,UNIDAD,1.5,22.5
2023-08-07,ACELGA,ATADO,1.0,3.75
2023-08-07,AJI AMARILLO SECO,KILOGRAMO,1.0,11.38
2023-08-07,AJI ESCABECHE,KILOGRAMO,1.0,6.83
2023-08-07,AJI MONTAÑA,KILOGRAMO,1.0,6.25
2023-08-07,AJI PANCA,KILOGRAMO,1.0,11.38
2023-08-07,AJI PAPRIKA,KILOGRAMO,1.0,12.75
2023-08-07,AJI ROCOTO,CAJON,18.0,66.25
2023-08-07,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,5.63
2023-08-07,AJO MORADO,KILOGRAMO,1.0,7.18
2023-08-07,ALBAHACA,ATADO,0.65,1.75
2023-08-07,ALCACHOFA,DOCENA,4.0,20.0
2023-08-07,APIO,ATADO,3.0,18.75
2023-08-07,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.33
2023-08-07,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.13
2023-08-07,BERENJENA,DOCENA,2.5,13.0
2023-08-07,BETERRAGA,ATADO,0.75,1.88
2023-08-07,BROCOLI,KILOGRAMO,1.0,1.88
2023-08-07,CAIGUA (SELVA),CAJON,12.0,31.25
2023-08-07,CAMOTE AMARILLO,KILOGRAMO,1.0,1.15
2023-08-07,CAMOTE MORADO,KILOGRAMO,1.0,1.33
2023-08-07,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.83
2023-08-07,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,5.68
2023-08-07,CEBOLLA CHINA,ATADO GRANDE,1.0,1.63
2023-08-07,CHOCLO TIPO CUSCO,CIENTO,42.0,157.5
2023-08-07,COL CHINA/LONGAPA,DOCENA,12.0,45.75
2023-08-07,COL CORAZON,DOCENA,35.0,47.5
2023-08-07,COLIFLOR,DOCENA,35.0,33.25
2023-08-07,CULANTRO,ATADO,1.5,3.38
2023-08-07,ESPARRAGO,PAQUETE,0.5,2.63
2023-08-07,ESPINACA,KILOGRAMO,1.0,5.75
2023-08-07,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-07,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.3
2023-08-07,HABA VERDE SERRANA,KILOGRAMO,1.0,1.43
2023-08-07,HIERBA BUENA,ATADO,0.85,1.75
2023-08-07,HOLANTAU/ORGANICA,KILOGRAMO,1.0,6.5
2023-08-07,HUACATAY,ATADO,1.0,2.88
2023-08-07,KION,KILOGRAMO,1.0,3.0
2023-08-07,LECHUGA AMERICANA,DOCENA,6.0,12.5
2023-08-07,LECHUGA CRIOLLA SEDA,DOCENA,3.0,10.0
2023-08-07,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.75
2023-08-07,LIMON SUTIL BOLSA,BOLSA,45.0,212.5
2023-08-07,LIMON SUTIL CAJON,CAJON,23.0,112.5
2023-08-07,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.5
2023-08-07,MAIZ MORADO,KILOGRAMO,1.0,4.0
2023-08-07,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,6.6
2023-08-07,MARACUYA,KILOGRAMO,1.0,2.2
2023-08-07,NABO,ATADO,1.0,2.25
2023-08-07,OLLUCO LARGO,KILOGRAMO,1.0,3.63
2023-08-07,PACCHOY,DOCENA,6.0,37.5
2023-08-07,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,2.18
2023-08-07,PAPA AMARILLA,KILOGRAMO,1.0,2.28
2023-08-07,PAPA BLANCA,KILOGRAMO,1.0,0.74
2023-08-07,PAPA CANCHAN 2,KILOGRAMO,1.0,1.1
2023-08-07,PAPA COLOR,KILOGRAMO,1.0,1.12
2023-08-07,PAPA HUAMANTANGA,KILOGRAMO,1.0,2.03
2023-08-07,PAPA HUAYRO,KILOGRAMO,1.0,2.08
2023-08-07,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.14
2023-08-07,PAPA PERUANITA,KILOGRAMO,1.0,2.05
2023-08-07,PAPA UNICA 2,KILOGRAMO,1.0,1.14
2023-08-07,PAPA YUNGAY 1,KILOGRAMO,1.0,0.74
2023-08-07,PEPINILLO,DOCENA,6.0,7.0
2023-08-07,PEREJIL,ATADO,1.0,1.75
2023-08-07,PIMIENTO MORRON,CAJON,18.0,95.0
2023-08-07,PORO,ATADO,2.6,5.5
2023-08-07,RABANITO,ATADO,0.75,3.0
2023-08-07,TOMATE,CAJON CHICO,27.0,80.0
2023-08-07,VAINITA AMERICANA,KILOGRAMO,1.0,2.68
2023-08-07,YUCA AMARILLA,KILOGRAMO,1.0,1.23
2023-08-07,ZAPALLO MACRE,KILOGRAMO,1.0,2.63
2023-08-07,ZANAHORIA,SACO CHICO,65.0,66.25
2023-08-07,ZAPALLO ITALIANO,DOCENA,12.0,16.25
2023-08-07,ZAPALLO LOCHE,UNIDAD,1.5,21.25
2023-08-08,ACELGA,ATADO,1.0,4.25
2023-08-08,AJI AMARILLO SECO,KILOGRAMO,1.0,11.38
2023-08-08,AJI ESCABECHE,KILOGRAMO,1.0,6.75
2023-08-08,AJI MONTAÑA,KILOGRAMO,1.0,6.63
2023-08-08,AJI PANCA,KILOGRAMO,1.0,11.38
2023-08-08,AJI PAPRIKA,KILOGRAMO,1.0,12.75
2023-08-08,AJI ROCOTO,CAJON,18.0,65.75
2023-08-08,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,5.5
2023-08-08,AJO MORADO,KILOGRAMO,1.0,7.18
2023-08-08,ALBAHACA,ATADO,0.65,2.13
2023-08-08,ALCACHOFA,DOCENA,4.0,20.0
2023-08-08,APIO,ATADO,3.0,19.25
2023-08-08,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.2
2023-08-08,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.18
2023-08-08,BERENJENA,DOCENA,2.5,13.25
2023-08-08,BETERRAGA,ATADO,0.75,2.75
2023-08-08,BROCOLI,KILOGRAMO,1.0,2.0
2023-08-08,CAIGUA (SELVA),CAJON,12.0,31.25
2023-08-08,CAMOTE AMARILLO,KILOGRAMO,1.0,1.18
2023-08-08,CAMOTE MORADO,KILOGRAMO,1.0,1.33
2023-08-08,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.8
2023-08-08,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,5.7
2023-08-08,CEBOLLA CHINA,ATADO GRANDE,1.0,1.75
2023-08-08,CHOCLO TIPO CUSCO,CIENTO,42.0,115.0
2023-08-08,COL CHINA/LONGAPA,DOCENA,12.0,43.75
2023-08-08,COL CORAZON,DOCENA,35.0,46.25
2023-08-08,COLIFLOR,DOCENA,35.0,32.5
2023-08-08,CULANTRO,ATADO,1.5,3.5
2023-08-08,ESPARRAGO,PAQUETE,0.5,2.63
2023-08-08,ESPINACA,KILOGRAMO,1.0,5.5
2023-08-08,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-08,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.33
2023-08-08,HABA VERDE SERRANA,KILOGRAMO,1.0,1.3
2023-08-08,HIERBA BUENA,ATADO,0.85,1.75
2023-08-08,HOLANTAU/ORGANICA,KILOGRAMO,1.0,6.38
2023-08-08,HUACATAY,ATADO,1.0,2.88
2023-08-08,KION,KILOGRAMO,1.0,3.13
2023-08-08,LECHUGA AMERICANA,DOCENA,6.0,12.25
2023-08-08,LECHUGA CRIOLLA SEDA,DOCENA,3.0,9.75
2023-08-08,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.5
2023-08-08,LIMON SUTIL BOLSA,BOLSA,45.0,222.5
2023-08-08,LIMON SUTIL CAJON,CAJON,23.0,115.0
2023-08-08,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-08-08,MAIZ MORADO,KILOGRAMO,1.0,3.7
2023-08-08,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,4.73
2023-08-08,MARACUYA,KILOGRAMO,1.0,2.0
2023-08-08,NABO,ATADO,1.0,2.38
2023-08-08,OLLUCO LARGO,KILOGRAMO,1.0,3.63
2023-08-08,PACCHOY,DOCENA,6.0,36.5
2023-08-08,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,2.63
2023-08-08,PAPA AMARILLA,KILOGRAMO,1.0,2.28
2023-08-08,PAPA BLANCA,KILOGRAMO,1.0,0.69
2023-08-08,PAPA CANCHAN 2,KILOGRAMO,1.0,1.04
2023-08-08,PAPA COLOR,KILOGRAMO,1.0,1.09
2023-08-08,PAPA HUAMANTANGA,KILOGRAMO,1.0,2.05
2023-08-08,PAPA HUAYRO,KILOGRAMO,1.0,2.1
2023-08-08,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.13
2023-08-08,PAPA PERUANITA,KILOGRAMO,1.0,1.98
2023-08-08,PAPA UNICA 2,KILOGRAMO,1.0,1.14
2023-08-08,PAPA YUNGAY 1,KILOGRAMO,1.0,0.7
2023-08-08,PEPINILLO,DOCENA,6.0,6.75
2023-08-08,PEREJIL,ATADO,1.0,2.25
2023-08-08,PIMIENTO MORRON,CAJON,18.0,97.5
2023-08-08,PORO,ATADO,2.6,5.5
2023-08-08,RABANITO,ATADO,0.75,3.38
2023-08-08,TOMATE,CAJON CHICO,27.0,71.25
2023-08-08,VAINITA AMERICANA,KILOGRAMO,1.0,2.0
2023-08-08,YUCA AMARILLA,KILOGRAMO,1.0,1.23
2023-08-08,ZAPALLO MACRE,KILOGRAMO,1.0,2.68
2023-08-08,ZANAHORIA,SACO CHICO,65.0,75.0
2023-08-08,ZAPALLO ITALIANO,DOCENA,12.0,17.25
2023-08-08,ZAPALLO LOCHE,UNIDAD,1.5,22.5
2023-08-09,ACELGA,ATADO,1.0,5.13
2023-08-09,AJI AMARILLO SECO,KILOGRAMO,1.0,11.75
2023-08-09,AJI ESCABECHE,KILOGRAMO,1.0,4.2
2023-08-09,AJI MONTAÑA,KILOGRAMO,1.0,6.75
2023-08-09,AJI PANCA,KILOGRAMO,1.0,11.5
2023-08-09,AJI PAPRIKA,KILOGRAMO,1.0,12.25
2023-08-09,AJI ROCOTO,CAJON,18.0,60.0
2023-08-09,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,5.75
2023-08-09,AJO MORADO,KILOGRAMO,1.0,7.3
2023-08-09,ALBAHACA,ATADO,0.65,1.88
2023-08-09,ALCACHOFA,DOCENA,4.0,19.5
2023-08-09,APIO,ATADO,3.0,18.0
2023-08-09,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,2.43
2023-08-09,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.13
2023-08-09,BERENJENA,DOCENA,2.5,13.25
2023-08-09,BETERRAGA,ATADO,0.75,2.88
2023-08-09,BROCOLI,KILOGRAMO,1.0,2.13
2023-08-09,CAIGUA (SELVA),CAJON,12.0,32.0
2023-08-09,CAMOTE AMARILLO,KILOGRAMO,1.0,1.16
2023-08-09,CAMOTE MORADO,KILOGRAMO,1.0,1.3
2023-08-09,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.8
2023-08-09,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,5.83
2023-08-09,CEBOLLA CHINA,ATADO GRANDE,1.0,1.88
2023-08-09,CHOCLO TIPO CUSCO,CIENTO,42.0,122.5
2023-08-09,COL CHINA/LONGAPA,DOCENA,12.0,52.5
2023-08-09,COL CORAZON,DOCENA,35.0,46.25
2023-08-09,COLIFLOR,DOCENA,35.0,32.0
2023-08-09,CULANTRO,ATADO,1.5,3.38
2023-08-09,ESPARRAGO,PAQUETE,0.5,2.63
2023-08-09,ESPINACA,KILOGRAMO,1.0,5.38
2023-08-09,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-09,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.38
2023-08-09,HABA VERDE SERRANA,KILOGRAMO,1.0,1.33
2023-08-09,HIERBA BUENA,ATADO,0.85,1.88
2023-08-09,HOLANTAU/ORGANICA,KILOGRAMO,1.0,7.25
2023-08-09,HUACATAY,ATADO,1.0,3.25
2023-08-09,KION,KILOGRAMO,1.0,3.13
2023-08-09,LECHUGA AMERICANA,DOCENA,6.0,11.25
2023-08-09,LECHUGA CRIOLLA SEDA,DOCENA,3.0,9.25
2023-08-09,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,5.75
2023-08-09,LIMON SUTIL BOLSA,BOLSA,45.0,222.5
2023-08-09,LIMON SUTIL CAJON,CAJON,23.0,115.0
2023-08-09,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-08-09,MAIZ MORADO,KILOGRAMO,1.0,3.43
2023-08-09,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,4.83
2023-08-09,MARACUYA,KILOGRAMO,1.0,2.0
2023-08-09,NABO,ATADO,1.0,2.38
2023-08-09,OLLUCO LARGO,KILOGRAMO,1.0,3.6
2023-08-09,PACCHOY,DOCENA,6.0,36.5
2023-08-09,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,2.78
2023-08-09,PAPA AMARILLA,KILOGRAMO,1.0,2.58
2023-08-09,PAPA BLANCA,KILOGRAMO,1.0,0.75
2023-08-09,PAPA CANCHAN 2,KILOGRAMO,1.0,1.1
2023-08-09,PAPA COLOR,KILOGRAMO,1.0,1.13
2023-08-09,PAPA HUAMANTANGA,KILOGRAMO,1.0,2.08
2023-08-09,PAPA HUAYRO,KILOGRAMO,1.0,2.1
2023-08-09,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.13
2023-08-09,PAPA PERUANITA,KILOGRAMO,1.0,2.0
2023-08-09,PAPA UNICA 2,KILOGRAMO,1.0,1.16
2023-08-09,PAPA YUNGAY 1,KILOGRAMO,1.0,0.75
2023-08-09,PEPINILLO,DOCENA,6.0,6.75
2023-08-09,PEREJIL,ATADO,1.0,2.38
2023-08-09,PIMIENTO MORRON,CAJON,18.0,76.25
2023-08-09,PORO,ATADO,2.6,5.75
2023-08-09,RABANITO,ATADO,0.75,3.38
2023-08-09,TOMATE,CAJON CHICO,27.0,71.25
2023-08-09,VAINITA AMERICANA,KILOGRAMO,1.0,1.85
2023-08-09,YUCA AMARILLA,KILOGRAMO,1.0,1.2
2023-08-09,ZAPALLO MACRE,KILOGRAMO,1.0,2.8
2023-08-09,ZANAHORIA,SACO CHICO,65.0,80.0
2023-08-09,ZAPALLO ITALIANO,DOCENA,12.0,17.25
2023-08-09,ZAPALLO LOCHE,UNIDAD,1.5,22.5
2023-08-10,ACELGA,ATADO,1.0,5.13
2023-08-10,AJI AMARILLO SECO,KILOGRAMO,1.0,12.25
2023-08-10,AJI ESCABECHE,KILOGRAMO,1.0,4.2
2023-08-10,AJI MONTAÑA,KILOGRAMO,1.0,6.25
2023-08-10,AJI PANCA,KILOGRAMO,1.0,11.38
2023-08-10,AJI PAPRIKA,KILOGRAMO,1.0,12.25
2023-08-10,AJI ROCOTO,CAJON,18.0,59.5
2023-08-10,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,6.13
2023-08-10,AJO MORADO,KILOGRAMO,1.0,7.18
2023-08-10,ALBAHACA,ATADO,0.65,1.88
2023-08-10,ALCACHOFA,DOCENA,4.0,18.5
2023-08-10,APIO,ATADO,3.0,16.5
2023-08-10,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,2.83
2023-08-10,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,2.15
2023-08-10,BERENJENA,DOCENA,2.5,13.0
2023-08-10,BETERRAGA,ATADO,0.75,2.25
2023-08-10,BROCOLI,KILOGRAMO,1.0,1.63
2023-08-10,CAIGUA (SELVA),CAJON,12.0,31.25
2023-08-10,CAMOTE AMARILLO,KILOGRAMO,1.0,1.13
2023-08-10,CAMOTE MORADO,KILOGRAMO,1.0,1.28
2023-08-10,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.55
2023-08-10,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,6.2
2023-08-10,CEBOLLA CHINA,ATADO GRANDE,1.0,2.13
2023-08-10,CHOCLO TIPO CUSCO,CIENTO,42.0,127.5
2023-08-10,COL CHINA/LONGAPA,DOCENA,12.0,55.0
2023-08-10,COL CORAZON,DOCENA,35.0,48.75
2023-08-10,COLIFLOR,DOCENA,35.0,33.25
2023-08-10,CULANTRO,ATADO,1.5,2.75
2023-08-10,ESPARRAGO,PAQUETE,0.5,2.63
2023-08-10,ESPINACA,KILOGRAMO,1.0,5.63
2023-08-10,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-08-10,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.3
2023-08-10,HABA VERDE SERRANA,KILOGRAMO,1.0,1.4
2023-08-10,HIERBA BUENA,ATADO,0.85,1.38
2023-08-10,HOLANTAU/ORGANICA,KILOGRAMO,1.0,6.75
2023-08-10,HUACATAY,ATADO,1.0,3.5
2023-08-10,KION,KILOGRAMO,1.0,3.13
2023-08-10,LECHUGA AMERICANA,DOCENA,6.0,9.75
2023-08-10,LECHUGA CRIOLLA SEDA,DOCENA,3.0,8.25
2023-08-10,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,5.5
2023-08-10,LIMON SUTIL BOLSA,BOLSA,45.0,235.0
2023-08-10,LIMON SUTIL CAJON,CAJON,23.0,127.5
2023-08-10,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-08-10,MAIZ MORADO,KILOGRAMO,1.0,2.68
2023-08-10,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,4.78
2023-08-10,MARACUYA,KILOGRAMO,1.0,2.08
2023-08-10,NABO,ATADO,1.0,2.25
2023-08-10,OLLUCO LARGO,KILOGRAMO,1.0,3.53
2023-08-10,PACCHOY,DOCENA,6.0,36.75
2023-08-10,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,2.35
2023-08-10,PAPA AMARILLA,KILOGRAMO,1.0,2.58
2023-08-10,PAPA BLANCA,KILOGRAMO,1.0,0.73
