fecha,producto,unidad_medida,equiv_kg,precio_hoy
2023-11-08,PAPA COLOR,KILOGRAMO,1.0,1.42
2023-11-08,PAPA HUAMANTANGA,KILOGRAMO,1.0,3.13
2023-11-08,PAPA HUAYRO,KILOGRAMO,1.0,3.83
2023-11-08,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.58
2023-11-08,PAPA PERUANITA,KILOGRAMO,1.0,3.63
2023-11-08,PAPA UNICA 2,KILOGRAMO,1.0,1.31
2023-11-08,PAPA YUNGAY 1,KILOGRAMO,1.0,1.28
2023-11-08,PEPINILLO,DOCENA,6.0,4.75
2023-11-08,PEREJIL,ATADO,1.0,1.75
2023-11-08,PIMIENTO MORRON,CAJON,18.0,105.0
2023-11-08,PORO,ATADO,2.6,6.5
2023-11-08,RABANITO,ATADO,0.75,2.0
2023-11-08,TOMATE,CAJON CHICO,27.0,78.75
2023-11-08,VAINITA AMERICANA,KILOGRAMO,1.0,1.95
2023-11-08,YUCA AMARILLA,KILOGRAMO,1.0,1.08
2023-11-08,ZAPALLO MACRE,KILOGRAMO,1.0,1.35
2023-11-08,ZANAHORIA,SACO CHICO,65.0,80.0
2023-11-08,ZAPALLO ITALIANO,DOCENA,12.0,16.75
2023-11-08,ZAPALLO LOCHE,UNIDAD,1.5,10.5
2023-11-09,ACELGA,ATADO,1.0,2.63
2023-11-09,AJI AMARILLO SECO,KILOGRAMO,1.0,13.75
2023-11-09,AJI ESCABECHE,KILOGRAMO,1.0,5.7
2023-11-09,AJI MONTAÑA,KILOGRAMO,1.0,4.5
2023-11-09,AJI PANCA,KILOGRAMO,1.0,12.75
2023-11-09,AJI PAPRIKA,KILOGRAMO,1.0,13.75
2023-11-09,AJI ROCOTO,CAJON,18.0,65.0
2023-11-09,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,4.6
2023-11-09,AJO MORADO,KILOGRAMO,1.0,5.23
2023-11-09,ALBAHACA,ATADO,0.65,1.88
2023-11-09,ALCACHOFA,DOCENA,4.0,17.75
2023-11-09,APIO,ATADO,3.0,2.75
2023-11-09,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.98
2023-11-09,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.15
2023-11-09,BERENJENA,DOCENA,2.5,13.5
2023-11-09,BETERRAGA,ATADO,0.75,0.83
2023-11-09,BROCOLI,KILOGRAMO,1.0,1.38
2023-11-09,CAIGUA (SELVA),CAJON,12.0,51.25
2023-11-09,CAMOTE AMARILLO,KILOGRAMO,1.0,0.46
2023-11-09,CAMOTE MORADO,KILOGRAMO,1.0,0.69
2023-11-09,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.0
2023-11-09,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.83
2023-11-09,CEBOLLA CHINA,ATADO GRANDE,1.0,2.38
2023-11-09,CHOCLO TIPO CUSCO,CIENTO,42.0,215.0
2023-11-09,COL CHINA/LONGAPA,DOCENA,12.0,48.75
2023-11-09,COL CORAZON,DOCENA,35.0,32.0
2023-11-09,COLIFLOR,DOCENA,35.0,23.0
2023-11-09,CULANTRO,ATADO,1.5,2.0
2023-11-09,ESPARRAGO,PAQUETE,0.5,2.88
2023-11-09,ESPINACA,KILOGRAMO,1.0,1.88
2023-11-09,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-09,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.4
2023-11-09,HABA VERDE SERRANA,KILOGRAMO,1.0,1.63
2023-11-09,HIERBA BUENA,ATADO,0.85,1.25
2023-11-09,HOLANTAU/ORGANICA,KILOGRAMO,1.0,10.25
2023-11-09,HUACATAY,ATADO,1.0,2.0
2023-11-09,KION,KILOGRAMO,1.0,5.0
2023-11-09,LECHUGA AMERICANA,DOCENA,6.0,8.75
2023-11-09,LECHUGA CRIOLLA SEDA,DOCENA,3.0,6.75
2023-11-09,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,5.75
2023-11-09,LIMON SUTIL BOLSA,BOLSA,45.0,66.25
2023-11-09,LIMON SUTIL CAJON,CAJON,23.0,38.75
2023-11-09,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,10.75
2023-11-09,MAIZ MORADO,KILOGRAMO,1.0,1.98
2023-11-09,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,1.55
2023-11-09,MARACUYA,KILOGRAMO,1.0,2.08
2023-11-09,NABO,ATADO,1.0,1.88
2023-11-09,OLLUCO LARGO,KILOGRAMO,1.0,5.8
2023-11-09,PACCHOY,DOCENA,6.0,36.25
2023-11-09,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,3.2
2023-11-09,PAPA AMARILLA,KILOGRAMO,1.0,4.38
2023-11-09,PAPA BLANCA,KILOGRAMO,1.0,1.26
2023-11-09,PAPA CANCHAN 2,KILOGRAMO,1.0,1.61
2023-11-09,PAPA COLOR,KILOGRAMO,1.0,1.45
2023-11-09,PAPA HUAMANTANGA,KILOGRAMO,1.0,3.08
2023-11-09,PAPA HUAYRO,KILOGRAMO,1.0,3.83
2023-11-09,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.49
2023-11-09,PAPA PERUANITA,KILOGRAMO,1.0,3.63
2023-11-09,PAPA UNICA 2,KILOGRAMO,1.0,1.28
2023-11-09,PAPA YUNGAY 1,KILOGRAMO,1.0,1.26
2023-11-09,PEPINILLO,DOCENA,6.0,4.75
2023-11-09,PEREJIL,ATADO,1.0,1.63
2023-11-09,PIMIENTO MORRON,CAJON,18.0,102.5
2023-11-09,PORO,ATADO,2.6,5.25
2023-11-09,RABANITO,ATADO,0.75,1.88
2023-11-09,TOMATE,CAJON CHICO,27.0,81.25
2023-11-09,VAINITA AMERICANA,KILOGRAMO,1.0,1.65
2023-11-09,YUCA AMARILLA,KILOGRAMO,1.0,1.08
2023-11-09,ZAPALLO MACRE,KILOGRAMO,1.0,1.38
2023-11-09,ZANAHORIA,SACO CHICO,65.0,85.0
2023-11-09,ZAPALLO ITALIANO,DOCENA,12.0,15.5
2023-11-09,ZAPALLO LOCHE,UNIDAD,1.5,10.0
2023-11-10,ACELGA,ATADO,1.0,3.13
2023-11-10,AJI AMARILLO SECO,KILOGRAMO,1.0,13.75
2023-11-10,AJI ESCABECHE,KILOGRAMO,1.0,5.33
2023-11-10,AJI MONTAÑA,KILOGRAMO,1.0,4.75
2023-11-10,AJI PANCA,KILOGRAMO,1.0,12.75
2023-11-10,AJI PAPRIKA,KILOGRAMO,1.0,13.75
2023-11-10,AJI ROCOTO,CAJON,18.0,45.0
2023-11-10,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,3.45
2023-11-10,AJO MORADO,KILOGRAMO,1.0,5.2
2023-11-10,ALBAHACA,ATADO,0.65,1.88
2023-11-10,ALCACHOFA,DOCENA,4.0,17.75
2023-11-10,APIO,ATADO,3.0,2.75
2023-11-10,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,4.3
2023-11-10,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.83
2023-11-10,BERENJENA,DOCENA,2.5,13.0
2023-11-10,BETERRAGA,ATADO,0.75,0.78
2023-11-10,BROCOLI,KILOGRAMO,1.0,1.75
2023-11-10,CAIGUA (SELVA),CAJON,12.0,52.5
2023-11-10,CAMOTE AMARILLO,KILOGRAMO,1.0,0.43
2023-11-10,CAMOTE MORADO,KILOGRAMO,1.0,0.79
2023-11-10,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,1.98
2023-11-10,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.85
2023-11-10,CEBOLLA CHINA,ATADO GRANDE,1.0,2.38
2023-11-10,CHOCLO TIPO CUSCO,CIENTO,42.0,235.0
2023-11-10,COL CHINA/LONGAPA,DOCENA,12.0,48.75
2023-11-10,COL CORAZON,DOCENA,35.0,33.75
2023-11-10,COLIFLOR,DOCENA,35.0,31.25
2023-11-10,CULANTRO,ATADO,1.5,3.0
2023-11-10,ESPARRAGO,PAQUETE,0.5,3.0
2023-11-10,ESPINACA,KILOGRAMO,1.0,1.88
2023-11-10,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-10,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.88
2023-11-10,HABA VERDE SERRANA,KILOGRAMO,1.0,1.3
2023-11-10,HIERBA BUENA,ATADO,0.85,1.13
2023-11-10,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.5
2023-11-10,HUACATAY,ATADO,1.0,2.0
2023-11-10,KION,KILOGRAMO,1.0,5.0
2023-11-10,LECHUGA AMERICANA,DOCENA,6.0,5.75
2023-11-10,LECHUGA CRIOLLA SEDA,DOCENA,3.0,
2023-11-10,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,5.5
2023-11-10,LIMON SUTIL BOLSA,BOLSA,45.0,57.5
2023-11-10,LIMON SUTIL CAJON,CAJON,23.0,37.5
2023-11-10,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-11-10,MAIZ MORADO,KILOGRAMO,1.0,1.93
2023-11-10,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,1.65
2023-11-10,MARACUYA,KILOGRAMO,1.0,1.73
2023-11-10,NABO,ATADO,1.0,1.75
2023-11-10,OLLUCO LARGO,KILOGRAMO,1.0,5.55
2023-11-10,PACCHOY,DOCENA,6.0,37.5
2023-11-10,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,3.18
2023-11-10,PAPA AMARILLA,KILOGRAMO,1.0,3.43
2023-11-10,PAPA BLANCA,KILOGRAMO,1.0,1.13
2023-11-10,PAPA CANCHAN 2,KILOGRAMO,1.0,1.56
2023-11-10,PAPA COLOR,KILOGRAMO,1.0,1.42
2023-11-10,PAPA HUAMANTANGA,KILOGRAMO,1.0,2.93
2023-11-10,PAPA HUAYRO,KILOGRAMO,1.0,3.73
2023-11-10,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.36
2023-11-10,PAPA PERUANITA,KILOGRAMO,1.0,3.63
2023-11-10,PAPA UNICA 2,KILOGRAMO,1.0,1.26
2023-11-10,PAPA YUNGAY 1,KILOGRAMO,1.0,1.13
2023-11-10,PEPINILLO,DOCENA,6.0,5.75
2023-11-10,PEREJIL,ATADO,1.0,1.38
2023-11-10,PIMIENTO MORRON,CAJON,18.0,81.25
2023-11-10,PORO,ATADO,2.6,4.5
2023-11-10,RABANITO,ATADO,0.75,2.0
2023-11-10,TOMATE,CAJON CHICO,27.0,76.25
2023-11-10,VAINITA AMERICANA,KILOGRAMO,1.0,1.73
2023-11-10,YUCA AMARILLA,KILOGRAMO,1.0,0.93
2023-11-10,ZAPALLO MACRE,KILOGRAMO,1.0,1.33
2023-11-10,ZANAHORIA,SACO CHICO,65.0,85.0
2023-11-10,ZAPALLO ITALIANO,DOCENA,12.0,16.5
2023-11-10,ZAPALLO LOCHE,UNIDAD,1.5,10.0
2023-11-13,ACELGA,ATADO,1.0,3.38
2023-11-13,AJI AMARILLO SECO,KILOGRAMO,1.0,13.5
2023-11-13,AJI ESCABECHE,KILOGRAMO,1.0,5.38
2023-11-13,AJI MONTAÑA,KILOGRAMO,1.0,4.38
2023-11-13,AJI PANCA,KILOGRAMO,1.0,12.5
2023-11-13,AJI PAPRIKA,KILOGRAMO,1.0,13.5
2023-11-13,AJI ROCOTO,CAJON,18.0,47.5
2023-11-13,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,3.33
2023-11-13,AJO MORADO,KILOGRAMO,1.0,5.2
2023-11-13,ALBAHACA,ATADO,0.65,2.5
2023-11-13,ALCACHOFA,DOCENA,4.0,18.25
2023-11-13,APIO,ATADO,3.0,2.75
2023-11-13,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,3.93
2023-11-13,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.6
2023-11-13,BERENJENA,DOCENA,2.5,12.75
2023-11-13,BETERRAGA,ATADO,0.75,1.13
2023-11-13,BROCOLI,KILOGRAMO,1.0,1.83
2023-11-13,CAIGUA (SELVA),CAJON,12.0,43.75
2023-11-13,CAMOTE AMARILLO,KILOGRAMO,1.0,0.44
2023-11-13,CAMOTE MORADO,KILOGRAMO,1.0,0.88
2023-11-13,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.08
2023-11-13,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.98
2023-11-13,CEBOLLA CHINA,ATADO GRANDE,1.0,2.63
2023-11-13,CHOCLO TIPO CUSCO,CIENTO,42.0,235.0
2023-11-13,COL CHINA/LONGAPA,DOCENA,12.0,51.25
2023-11-13,COL CORAZON,DOCENA,35.0,33.25
2023-11-13,COLIFLOR,DOCENA,35.0,32.0
2023-11-13,CULANTRO,ATADO,1.5,3.38
2023-11-13,ESPARRAGO,PAQUETE,0.5,3.0
2023-11-13,ESPINACA,KILOGRAMO,1.0,2.38
2023-11-13,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-13,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.28
2023-11-13,HABA VERDE SERRANA,KILOGRAMO,1.0,1.55
2023-11-13,HIERBA BUENA,ATADO,0.85,1.25
2023-11-13,HOLANTAU/ORGANICA,KILOGRAMO,1.0,8.5
2023-11-13,HUACATAY,ATADO,1.0,1.5
2023-11-13,KION,KILOGRAMO,1.0,5.13
2023-11-13,LECHUGA AMERICANA,DOCENA,6.0,5.75
2023-11-13,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.0
2023-11-13,LIMON SUTIL BOLSA,BOLSA,45.0,55.0
2023-11-13,LIMON SUTIL CAJON,CAJON,23.0,37.5
2023-11-13,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.5
2023-11-13,MAIZ MORADO,KILOGRAMO,1.0,1.95
2023-11-13,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,1.65
2023-11-13,MARACUYA,KILOGRAMO,1.0,1.73
2023-11-13,NABO,ATADO,1.0,1.75
2023-11-13,OLLUCO LARGO,KILOGRAMO,1.0,5.58
2023-11-13,PACCHOY,DOCENA,6.0,38.75
2023-11-13,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,3.08
2023-11-13,PAPA AMARILLA,KILOGRAMO,1.0,4.13
2023-11-13,PAPA BLANCA,KILOGRAMO,1.0,1.14
2023-11-13,PAPA CANCHAN 2,KILOGRAMO,1.0,1.56
2023-11-13,PAPA COLOR,KILOGRAMO,1.0,1.41
2023-11-13,PAPA HUAMANTANGA,KILOGRAMO,1.0,3.23
2023-11-13,PAPA HUAYRO,KILOGRAMO,1.0,3.78
2023-11-13,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.4
2023-11-13,PAPA PERUANITA,KILOGRAMO,1.0,3.63
2023-11-13,PAPA UNICA 2,KILOGRAMO,1.0,1.25
2023-11-13,PAPA YUNGAY 1,KILOGRAMO,1.0,1.14
2023-11-13,PEPINILLO,DOCENA,6.0,6.25
2023-11-13,PEREJIL,ATADO,1.0,1.63
2023-11-13,PIMIENTO MORRON,CAJON,18.0,67.5
2023-11-13,PORO,ATADO,2.6,4.5
2023-11-13,RABANITO,ATADO,0.75,2.13
2023-11-13,TOMATE,CAJON CHICO,27.0,71.25
2023-11-13,VAINITA AMERICANA,KILOGRAMO,1.0,2.13
2023-11-13,YUCA AMARILLA,KILOGRAMO,1.0,0.95
2023-11-13,ZAPALLO MACRE,KILOGRAMO,1.0,1.35
2023-11-13,ZANAHORIA,SACO CHICO,65.0,102.5
2023-11-13,ZAPALLO ITALIANO,DOCENA,12.0,17.25
2023-11-13,ZAPALLO LOCHE,UNIDAD,1.5,9.75
2023-11-14,ACELGA,ATADO,1.0,3.13
2023-11-14,AJI AMARILLO SECO,KILOGRAMO,1.0,13.5
2023-11-14,AJI ESCABECHE,KILOGRAMO,1.0,4.73
2023-11-14,AJI MONTAÑA,KILOGRAMO,1.0,4.63
2023-11-14,AJI PANCA,KILOGRAMO,1.0,12.5
2023-11-14,AJI PAPRIKA,KILOGRAMO,1.0,13.5
2023-11-14,AJI ROCOTO,CAJON,18.0,41.25
2023-11-14,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,3.25
2023-11-14,AJO MORADO,KILOGRAMO,1.0,5.2
2023-11-14,ALBAHACA,ATADO,0.65,2.38
2023-11-14,ALCACHOFA,DOCENA,4.0,18.25
2023-11-14,APIO,ATADO,3.0,2.5
2023-11-14,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,4.33
2023-11-14,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.3
2023-11-14,BERENJENA,DOCENA,2.5,12.75
2023-11-14,BETERRAGA,ATADO,0.75,0.83
2023-11-14,BROCOLI,KILOGRAMO,1.0,1.63
2023-11-14,CAIGUA (SELVA),CAJON,12.0,46.25
2023-11-14,CAMOTE AMARILLO,KILOGRAMO,1.0,0.45
2023-11-14,CAMOTE MORADO,KILOGRAMO,1.0,0.9
2023-11-14,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,2.0
2023-11-14,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.98
2023-11-14,CEBOLLA CHINA,ATADO GRANDE,1.0,2.13
2023-11-14,CHOCLO TIPO CUSCO,CIENTO,42.0,217.5
2023-11-14,COL CHINA/LONGAPA,DOCENA,12.0,49.5
2023-11-14,COL CORAZON,DOCENA,35.0,32.0
2023-11-14,COLIFLOR,DOCENA,35.0,31.25
2023-11-14,CULANTRO,ATADO,1.5,3.38
2023-11-14,ESPARRAGO,PAQUETE,0.5,3.0
2023-11-14,ESPINACA,KILOGRAMO,1.0,2.13
2023-11-14,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-14,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.28
2023-11-14,HABA VERDE SERRANA,KILOGRAMO,1.0,1.63
2023-11-14,HIERBA BUENA,ATADO,0.85,1.13
2023-11-14,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.5
2023-11-14,HUACATAY,ATADO,1.0,1.63
2023-11-14,KION,KILOGRAMO,1.0,5.13
2023-11-14,LECHUGA AMERICANA,DOCENA,6.0,6.0
2023-11-14,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.25
2023-11-14,LIMON SUTIL BOLSA,BOLSA,45.0,55.0
2023-11-14,LIMON SUTIL CAJON,CAJON,23.0,35.0
2023-11-14,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-11-14,MAIZ MORADO,KILOGRAMO,1.0,1.88
2023-11-14,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,1.43
2023-11-14,MARACUYA,KILOGRAMO,1.0,2.25
2023-11-14,NABO,ATADO,1.0,2.25
2023-11-14,OLLUCO LARGO,KILOGRAMO,1.0,5.53
2023-11-14,PACCHOY,DOCENA,6.0,37.75
2023-11-14,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,3.35
2023-11-14,PAPA AMARILLA,KILOGRAMO,1.0,4.43
2023-11-14,PAPA BLANCA,KILOGRAMO,1.0,1.2
2023-11-14,PAPA CANCHAN 2,KILOGRAMO,1.0,1.68
2023-11-14,PAPA COLOR,KILOGRAMO,1.0,1.52
2023-11-14,PAPA HUAMANTANGA,KILOGRAMO,1.0,3.4
2023-11-14,PAPA HUAYRO,KILOGRAMO,1.0,3.85
2023-11-14,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.43
2023-11-14,PAPA PERUANITA,KILOGRAMO,1.0,3.73
2023-11-14,PAPA UNICA 2,KILOGRAMO,1.0,1.36
2023-11-14,PAPA YUNGAY 1,KILOGRAMO,1.0,1.2
2023-11-14,PEPINILLO,DOCENA,6.0,5.25
2023-11-14,PEREJIL,ATADO,1.0,1.63
2023-11-14,PIMIENTO MORRON,CAJON,18.0,50.0
2023-11-14,PORO,ATADO,2.6,4.63
2023-11-14,RABANITO,ATADO,0.75,2.0
2023-11-14,TOMATE,CAJON CHICO,27.0,67.5
2023-11-14,VAINITA AMERICANA,KILOGRAMO,1.0,1.88
2023-11-14,YUCA AMARILLA,KILOGRAMO,1.0,0.9
2023-11-14,ZAPALLO MACRE,KILOGRAMO,1.0,1.35
2023-11-14,ZANAHORIA,SACO CHICO,65.0,125.0
2023-11-14,ZAPALLO ITALIANO,DOCENA,12.0,17.25
2023-11-14,ZAPALLO LOCHE,UNIDAD,1.5,9.75
2023-11-15,ACELGA,ATADO,1.0,3.25
2023-11-15,AJI AMARILLO SECO,KILOGRAMO,1.0,13.5
2023-11-15,AJI ESCABECHE,KILOGRAMO,1.0,4.83
2023-11-15,AJI MONTAÑA,KILOGRAMO,1.0,4.38
2023-11-15,AJI PANCA,KILOGRAMO,1.0,12.63
2023-11-15,AJI PAPRIKA,KILOGRAMO,1.0,13.75
2023-11-15,AJI ROCOTO,CAJON,18.0,45.0
2023-11-15,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,3.28
2023-11-15,AJO MORADO,KILOGRAMO,1.0,5.3
2023-11-15,ALBAHACA,ATADO,0.65,2.25
2023-11-15,ALCACHOFA,DOCENA,4.0,18.5
2023-11-15,APIO,ATADO,3.0,2.88
2023-11-15,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,4.33
2023-11-15,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.93
2023-11-15,BERENJENA,DOCENA,2.5,17.25
2023-11-15,BETERRAGA,ATADO,0.75,0.83
2023-11-15,BROCOLI,KILOGRAMO,1.0,2.2
2023-11-15,CAIGUA (SELVA),CAJON,12.0,47.0
2023-11-15,CAMOTE AMARILLO,KILOGRAMO,1.0,0.48
2023-11-15,CAMOTE MORADO,KILOGRAMO,1.0,0.9
2023-11-15,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,1.95
2023-11-15,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.95
2023-11-15,CEBOLLA CHINA,ATADO GRANDE,1.0,2.0
2023-11-15,CHOCLO TIPO CUSCO,CIENTO,42.0,225.0
2023-11-15,COL CHINA/LONGAPA,DOCENA,12.0,49.5
2023-11-15,COL CORAZON,DOCENA,35.0,33.75
2023-11-15,COLIFLOR,DOCENA,35.0,31.25
2023-11-15,CULANTRO,ATADO,1.5,3.38
2023-11-15,ESPARRAGO,PAQUETE,0.5,4.0
2023-11-15,ESPINACA,KILOGRAMO,1.0,2.13
2023-11-15,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-15,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.35
2023-11-15,HABA VERDE SERRANA,KILOGRAMO,1.0,1.43
2023-11-15,HIERBA BUENA,ATADO,0.85,1.25
2023-11-15,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.5
2023-11-15,HUACATAY,ATADO,1.0,2.0
2023-11-15,KION,KILOGRAMO,1.0,5.0
2023-11-15,LECHUGA AMERICANA,DOCENA,6.0,6.25
2023-11-15,LECHUGA ROMANA HIDROPONICA,DOCENA,6.0,6.5
2023-11-15,LIMON SUTIL BOLSA,BOLSA,45.0,55.0
2023-11-15,LIMON SUTIL CAJON,CAJON,23.0,35.0
2023-11-15,MAIZ MARLO/CORONTA DE MAIZ,KILOGRAMO,1.0,11.25
2023-11-15,MAIZ MORADO,KILOGRAMO,1.0,2.05
2023-11-15,MANZANA CTE/PARA AGUA,KILOGRAMO,1.0,1.68
2023-11-15,MARACUYA,KILOGRAMO,1.0,1.8
2023-11-15,NABO,ATADO,1.0,2.25
2023-11-15,OLLUCO LARGO,KILOGRAMO,1.0,5.5
2023-11-15,PACCHOY,DOCENA,6.0,36.5
2023-11-15,PALLAR VERDE SERRUCHO,KILOGRAMO,1.0,3.2
2023-11-15,PAPA AMARILLA,KILOGRAMO,1.0,3.93
2023-11-15,PAPA BLANCA,KILOGRAMO,1.0,1.16
2023-11-15,PAPA CANCHAN 2,KILOGRAMO,1.0,1.58
2023-11-15,PAPA COLOR,KILOGRAMO,1.0,1.41
2023-11-15,PAPA HUAMANTANGA,KILOGRAMO,1.0,3.13
2023-11-15,PAPA HUAYRO,KILOGRAMO,1.0,3.43
2023-11-15,PAPA NEGRA ANDINA,KILOGRAMO,1.0,1.36
2023-11-15,PAPA PERUANITA,KILOGRAMO,1.0,3.6
2023-11-15,PAPA UNICA 2,KILOGRAMO,1.0,1.25
2023-11-15,PAPA YUNGAY 1,KILOGRAMO,1.0,1.16
2023-11-15,PEPINILLO,DOCENA,6.0,5.25
2023-11-15,PEREJIL,ATADO,1.0,1.75
2023-11-15,PIMIENTO MORRON,CAJON,18.0,55.0
2023-11-15,PORO,ATADO,2.6,4.5
2023-11-15,RABANITO,ATADO,0.75,2.0
2023-11-15,TOMATE,CAJON CHICO,27.0,53.75
2023-11-15,VAINITA AMERICANA,KILOGRAMO,1.0,1.9
2023-11-15,YUCA AMARILLA,KILOGRAMO,1.0,0.9
2023-11-15,ZAPALLO MACRE,KILOGRAMO,1.0,1.3
2023-11-15,ZANAHORIA,SACO CHICO,65.0,96.25
2023-11-15,ZAPALLO ITALIANO,DOCENA,12.0,17.0
2023-11-15,ZAPALLO LOCHE,UNIDAD,1.5,13.0
2023-11-16,ACELGA,ATADO,1.0,3.83
2023-11-16,AJI AMARILLO SECO,KILOGRAMO,1.0,13.63
2023-11-16,AJI ESCABECHE,KILOGRAMO,1.0,5.18
2023-11-16,AJI MONTAÑA,KILOGRAMO,1.0,4.5
2023-11-16,AJI PANCA,KILOGRAMO,1.0,12.63
2023-11-16,AJI PAPRIKA,KILOGRAMO,1.0,13.25
2023-11-16,AJI ROCOTO,CAJON,18.0,45.0
2023-11-16,AJO CRIOLLO O NAPURI,KILOGRAMO,1.0,3.28
2023-11-16,AJO MORADO,KILOGRAMO,1.0,5.3
2023-11-16,ALBAHACA,ATADO,0.65,2.25
2023-11-16,ALCACHOFA,DOCENA,4.0,20.0
2023-11-16,APIO,ATADO,3.0,2.88
2023-11-16,ARVEJA VERDE AMERICANA,KILOGRAMO,1.0,4.28
2023-11-16,ARVEJA VERDE BLANCA SERRANA,KILOGRAMO,1.0,3.5
2023-11-16,BERENJENA,DOCENA,2.5,17.25
2023-11-16,BETERRAGA,ATADO,0.75,0.83
2023-11-16,BROCOLI,KILOGRAMO,1.0,2.2
2023-11-16,CAIGUA (SELVA),CAJON,12.0,48.75
2023-11-16,CAMOTE AMARILLO,KILOGRAMO,1.0,0.48
2023-11-16,CAMOTE MORADO,KILOGRAMO,1.0,0.98
2023-11-16,CEBOLLA CABEZA BLANCA,KILOGRAMO,1.0,1.95
2023-11-16,CEBOLLA CABEZA ROJA,KILOGRAMO,1.0,0.93
2023-11-16,CEBOLLA CHINA,ATADO GRANDE,1.0,1.88
2023-11-16,CHOCLO TIPO CUSCO,CIENTO,42.0,225.0
2023-11-16,COL CHINA/LONGAPA,DOCENA,12.0,49.5
2023-11-16,COL CORAZON,DOCENA,35.0,32.5
2023-11-16,COLIFLOR,DOCENA,35.0,27.0
2023-11-16,CULANTRO,ATADO,1.5,3.63
2023-11-16,ESPARRAGO,PAQUETE,0.5,4.13
2023-11-16,ESPINACA,KILOGRAMO,1.0,2.33
2023-11-16,FREJOLITO CHINO,KILOGRAMO,1.0,2.5
2023-11-16,FRIJOL VERDE CANARIO,KILOGRAMO,1.0,3.28
2023-11-16,HABA VERDE SERRANA,KILOGRAMO,1.0,1.5
2023-11-16,HIERBA BUENA,ATADO,0.85,1.2
2023-11-16,HOLANTAU/ORGANICA,KILOGRAMO,1.0,9.5
2023-11-16,HUACATAY,ATADO,1.0,2.63
2023-11-16,KION,KILOGRAMO,1.0,5.0
2023-11-16,LECHUGA AMERICANA,DOCENA,6.0,5.75
